Text	Channel
Nearly 9,000 at #COVID19 risk from Delhi mosque event, says centre 	NDTV
Bear enters BSNL office in Sikkim, attacks engineer 	NDTV
#COVID19: PM Modi thanks top court judges for contributing to PM-CARES fund 	NDTV
US #coronavirus deaths pass 5,000: news agency AFP quoting Johns Hopkins#CoronavirusOutbreak #CoronavirusPandemic'	NDTV
Top stories now on 	NDTV
British Airways could suspend 36,000 employees amid #coronavirus crisis: report 	NDTV
"2 UP families name their newborn children ""Corona"" and ""Lockdown"" "	NDTV
Remove blockades by Karnataka on highway, Kerala High Court tells centre 	NDTV
Haryana nurse tests positive for #COVID19 after using patient's phone 	NDTV
France reports 509 #COVID19 deaths, highest in one day 	NDTV
Air Force pilots transport aircraft safely after engine catches fire 	NDTV
9-year-old's message from Arunachal wins hearts amid #CoronavirusLockdown 	NDTV
"Indian-origin scientist fears UK\'s #COVID19 strategy took ""wrong path"" "	NDTV
"""Not at war. Sailors don\'t need to die"": US captain on COVID-19-hit ship "	NDTV
Watch: People shower flowers on sanitation workers in Punjab amid lockdown 	NDTV
Dead helpline, half-empty stores: Inside Goa's #COVID19 lockdown crisis 	NDTV
Watch | 6 doctors in Delhi hospitals test positive for COVID19. Several patients who may have been exposed quaranti	NDTV
Chinese organisations donate masks, ventilators to India: Official 	NDTV
RT @moviesndtv: Actor #AjayDevgn Donates Rs 51 Lakh To FWICE Daily Wage Workers Amid Coronavirus Lockdown	NDTV
Three Delhi doctors, two Mumbai nurses test positive for #COVID19 	NDTV
Coronavirus: Over 300 COVID-19 Cases Linked To Delhi Mosque, 190 In Tamil Nadu Alone 	NDTV
Need to adopt global response to #COVID19: PM Modi tells Chinese Premier 	NDTV
Attacks on doctors, healthcare workers rise amid #COVID19 pandemic 	NDTV
Padma Shri recipient Nirmal Singh tests positive for #coronavirus 	NDTV
"21-day #coronavirus lockdown leaves ""no one at all for harvests"" "	NDTV
"Mumbai civic body identifies 145 ""containment zones"" to curb #COVID19 spread "	NDTV
"RT @Sports_NDTV: #ECB chief executive #TomHarrison ""volunteered"" on Wednesday to take the same 25 per cent pay cut as other employees in th"	NDTV
Union Health Ministry's #COVID19 update:	NDTV
#Coronavirus cases in Delhi rise to 152 	NDTV
Punjab Police release song to spread awareness over contagious #Coronavirus 	NDTV
Watch | Intensive contact tracing of people from #Kerala who attended the #TablighiJamaat gathering in Delhi's	NDTV
.@LRC_NDTV | 	NDTV
Watch | 3-month moratorium: What happens to EMI dues? Should you opt for it? Here's what experts say. 	NDTV
.@LRC_NDTV | 	NDTV
.@LRC_NDTV | 	NDTV
#COVID19 update from #Maharashtra:	NDTV
Top stories now on 	NDTV
#COVID19 update from #Rajasthan: 	NDTV
RT @carandbike: The #cnbdaily - 01 April 2020 	NDTV
"Person who tested positive for #coronavirus in Mumbai's Dharavi, dies.#COVID19 #CoronavirusOutbreak"""	NDTV
RT @carandbike: With the Indian Automobile space shifting to stricter emission regulations, many cars have not received the #BS6 upgrade wh	NDTV
Uttar Pradesh police files 23 FIRs against over 100 foreigners who allegedly violated visa rules, participated in	NDTV
"President Donald Trump warns #Iran of ""heavy price"" in case of attack on US troops: news agency AFP'"	NDTV
RT @Sports_NDTV: Even as indoor courts at the National Tennis center were being used as a makeshift #coronavirus hospital facility, the US	NDTV
Seventh person dies of #COVID19 in #Telangana, at the Gandhi Hospital in Hyderabad. Patient's family attacked docto	NDTV
Watch | Family in Indore cancels big wedding functions and goes for a simple event attended by only few family memb	NDTV
Watch | All #COVID19 positive cases in #Assam linked to #TablighiJamaat congregation at #NizamuddinMarkaz in Delhi.	NDTV
8 more #COVID19 positive cases in #Assam, taking the total to 13. All 8 people participated in #TablighiJamaat cong	NDTV
Top stories now on 	NDTV
Germany extends #coronavirus restrictions on public life by two weeks until April 19, reports news agency AFP.'	NDTV
RT @CricketNDTV: Jasprit Bumrah tells Rohit Sharma why he is inspired by Zlatan Ibrahimovic#RohitSharma#JaspritBumrah	NDTV
One tests positive for #coronavirus in Mumbai's Dharavi, building sealed 	NDTV
Assam #COVID19 cases rise to 5, all attended Delhi mosque event 	NDTV
West Bengal Chief Minister Mamata Banerjee seeks Rs 25,000 crore #coronavirus aid from centre	NDTV
Dead helpline, half-empty stores: Inside Goa's #COVID19 lockdown crisis#CoronavirusLockdown #CoronavirusOutbreak	NDTV
Over 300 #COVID19 cases linked to Delhi mosque, 190 in Tamil Nadu alone 	NDTV
13-year-old with no health issues, youngest to die from #COVID19 in UK 	NDTV
Jammu man charged for faking own death to reach home amid lockdown 	NDTV
Noida man jailed for dressing up as doctor to bypass lockdown 	NDTV
RT @moviesndtv: 'Star Wars' Actor Andrew Jack Dies 2 Days After Coronavirus Diagnosis, Tributes Pour In On Twitter 	NDTV
Watch | Doctors are on the frontline of the fight against #coronavirus. But do they have proper Personal Protective	NDTV
"RT @CricketNDTV: ""We are ambassadors of peace"": Shahid Afridi supports Yuvraj Singh, Harbhajan Singh#ShahidAfridi#YuvrajSingh#Harbhajan"	NDTV
Top stories now on 	NDTV
Wimbledon cancelled for first time since World War II because of #coronavirus pandemic. (news agency PTI)	NDTV
Here are the top headlines of the day on #TheNews 	NDTV
RT @Sports_NDTV: Wimbledon 2020 cancelled amid coronavirus crisis#wimbledon#tennis#CoronavirusPandemic	NDTV
Watch | Personal Protective Equipment (PPE) and ventilators are the two biggest challenges, Delhi Health Minister,	NDTV
Watch | It's unfortunate that 6 doctors have been infected. The Delhi government will take care of them in every po	NDTV
"""There are enough ventilators in hospitals for now. But we may face a shortage if the number of cases rise"": Delhi"	NDTV
"""We are facing problems on two fronts "	NDTV
"""Delhi government had banned gatherings above 200 on March 13. We need to investigate where was the lapse"": Delhi H"	NDTV
"""Delhi mosque event led to a big challenge"": Delhi Health Minister Satyendar Jain to NDTV.#COVID19 #CoronavirusOutbreak'"	NDTV
43 have #coronavirus in Andhra Pradesh after attending Delhi mosque event 	NDTV
UK reports over 500 #coronavirus deaths in one day 	NDTV
Doctor, two nurses test positive for #COVID19 in two Mumbai hospitals, say sources.#CoronavirusOutbreak #CoronavirusPandemic'	NDTV
Top stories now on 	NDTV
#COVID19 update from #Karnataka:	NDTV
9-year-old's message from Arunachal wins hearts amid #CoronavirusLockdown 	NDTV
In a first, India to take donations from abroad in fight against #COVID19: Sources 	NDTV
"Global bodies warn of ""worldwide food crisis"" in wake of #coronavirus "	NDTV
RT @Gadgets360: Indian government's coronavirus chatbot on WhatsApp has processed over 2.5 crore conversations so far	NDTV
"RT @moviesndtv: Karan Johar Busts A \'Takht\' Rumour, Slams ""Baseless"" Reports "	NDTV
An NDTV Global Townhall with @PrannoyRoyNDTV, this Friday at 9 pm. Do watch. 	NDTV
RT @CricketNDTV: With plenty of time on his hand, #MayankAgarwal is living his hobby to the fullest, experimenting with different dishes#	NDTV
#COVID19 update from #Haryana: 	NDTV
RT @Gadgets360: TikTok is donating Rs. 100 crores worth of medical equipment to India to help fight the #coronavirus pandemic	NDTV
Ties with India will emerge stronger, scale new heights after #COVID19: China 	NDTV
RT @NDTVProfit: Many Airlines At Brink Of Bankruptcy, Need Government Support: Industry Body	NDTV
Tracing Phones To Check On Those In Home Quarantine: Arvind Kejriwal 	NDTV
TikTok donates 4 lakh safety suits worth Rs 100 crore for #COVID19 hit India 	NDTV
Over 500 who went to Delhi mosque visited 13 districts in Rajasthan, says top cop 	NDTV
RT @Gadgets360: BigBasket says it is teaming up with cab aggregators, restaurant associations to deliver groceries during the lockdown htt	NDTV
RT @moviesndtv: Veteran Actor #SavitaBhatti Would 	NDTV
Top stories now on 	NDTV
UK records over 500 #coronavirus deaths in a day for first time, reports news agency AFP.#COVID19 #CoronavirusOutbreak'	NDTV
Union HRD Minister Ramesh Pokhriyal Nishank made key announcements on CBSE Board exams. #CoronavirusOutbreak	NDTV
RT @Gadgets360: Snapchat has rolled out two new lenses to help promote social distancing during the #coronavirus pandemic	NDTV
71 people from West Bengal who had attended #TablighiJamaat congregation in Delhi's #NizamuddinMarkaz identified: C	NDTV
#COVID19 cases have risen to 62 in Jammu &amp; Kashmir. 58 are active cases. 17,041 people are under surveillance: Rohi	NDTV
#COVID19 update from #Rajasthan: Highest number of cases reported in a day.	NDTV
Tracing phones to check on those in home quarantine: Delhi Chief Minister Arvind Kejriwal 	NDTV
RT @NDTVProfit: March GST Collection Falls To Rs 97,597 Crore Amid Coronavirus Outbreak	NDTV
"Indian-origin scientist fears UK\'s #COVID19 strategy took ""wrong path"" "	NDTV
Indian-American infected with #coronavirus in need of plasma from survivor 	NDTV
Promote all students of Classes 1 to 8 to the next class in view of #coronavirus situation: HRD Minister to CBSE. (	NDTV
Supreme Court to hear plea seeking imposition of financial emergency in India 	NDTV
Union Health Minister on #COVID19 protective gear for doctors, nurses and other health workers.	NDTV
Foreigners who attended Delhi mosque event violated visa rules: Centre 	NDTV
"Centre\'s decision to slash interest on small savings based on ""stupid advice"": Congress"	NDTV
Top stories now on 	NDTV
43 have #coronavirus in Andhra Pradesh after attending Delhi mosque event 	NDTV
RT @Gadgets360: Spotify and Warner Music Group have inked a new global contract that'll help bring a lot of missing songs in India	NDTV
"""List of 11,084 phone numbers of people in home quarantine given to the police yesterday. 14,345 numbers given toda"	NDTV
RT @Gadgets360: Here's how much Realme phones will now cost in India as the new GST slabs come into effect:	NDTV
Chief Minister Arvind Kejriwal on the latest #COVID19 situation in Delhi.#CoronavirusOutbreak #CoronavirusPandemic 	NDTV
RT @moviesndtv: Actress @NehaDhupia's Throwback Picture With Mother #BabliDhupia Is All Sorts Of Mother-Daughter Goals	NDTV
RT @NDTVFood: 7 Indian Tikki Recipes You Must Try At Home If You Are Bored Of Street-Style Aloo Tikki	NDTV
RT @moviesndtv: What @milindrunning Witnessed On Mumbai Streets When He Stepped Out To Buy Vegetables 	NDTV
RT @moviesndtv: 3-Year-Old Yash's Fashion Advice Stuns Dad @karanjohar, Wins Over Shweta Bachchan, Arjun Kapoor And More 	NDTV
#Blog: Can India escape the worst of coronavirus? 	NDTV
Till now, there are 23 #coronavirus cases in Bihar. One person has died: Chief Minister Nitish Kumar (ANI)	NDTV
Government collects Rs 97,597 crore from GST in March: Finance Ministry (PTI)'	NDTV
40 'COVID Patrol' motorcycles launched by Delhi Police in South District for patrolling and spreading awareness abo	NDTV
RT @Gadgets360: Your Zoom video calls aren't end-to-end encrypted, according to a report 	NDTV
RT @Gadgets360: iPhone models have received a price hike in India. Here's everything you need to know:	NDTV
Top stories now on 	NDTV
"WATCH | ""Urge people in the state to maintain social distance,"" says Bihar Chief Minister Nitish Kumar.#COVID19"	NDTV
"""23 confirmed cases of #coronavirus in Bihar, 1 person has died,"" says Chief Minister Nitish Kumar.#COVID19 #CoronavirusOutbreak'"	NDTV
Union Cabinet Secretary took stock of situation, held meeting with State Chief Secretaries, police chiefs via video	NDTV
LIVE: Bihar Chief Minister Nitish Kumar addresses media on #CoronavirusOutbreak#COVID19 #CoronavirusLockdown 	NDTV
RT @Gadgets360: Google has added a new COVID-19 alert card on the Google Assistant snapshot on Android where you can find accurate informat	NDTV
5,000 quarantined after close contact with #COVID19 patients in Mumbai 	NDTV
Two doctors in Delhi's Safdarjung hospital test positive for #COVID19 	NDTV
Congress president Sonia Gandhi asks PM Modi to give 21 days' wages in advance to MGNREGA workers	NDTV
13 test positive for #coronavirus in Jaipur; total 106 cases in Rajasthan 	NDTV
RT @Gadgets360: At Rs. 20,990, the Sony WH-H910N h.ear On 3 wireless noise cancelling headphones are a slightly more affordable alternative	NDTV
RT @CricketNDTV: #YuvrajSingh took to Instagram to clear his views on his earlier tweet that led to a backlash from fans for expressing sup	NDTV
Row over new rules for J&amp;K low-ranking jobs. Insult, says Omar Abdullah 	NDTV
RT @moviesndtv: Inside @LaraDutta And Daughter Saira's Picnic At Home. Pic By @Maheshbhupathi	NDTV
RT @carandbike: #HyundaiIndia's domestic sales dropped by 40 per cent with 26,900 units sold in March 2020. Read More Details Here.#Hyunda	NDTV
Conducted 47,951 tests till date. There are 126 labs in ICMR network. Number of private labs approved are 51: R Gan	NDTV
Railways preparing to set up 3.2 lakh isolation beds by modifying 20,000 coaches. Modification of 5,000 coaches has	NDTV
Rs 1 crore for families of #COVID19 warriors if they die: Delhi CM Arvind Kejriwal 	NDTV
Over 300 from Kerala attended Islamic sect event in Delhi amid #COVID19 pandemic 	NDTV
Number of #COVID19 positive cases have gone up since yesterday. One of main reasons for it is the travel by members	NDTV
RT @Gadgets360: Here are all the official apps to track #COVID19 cases in India	NDTV
Karnataka Chief Minister BS Yediyurappa to donate 1-year salary to #coronavirus fund 	NDTV
Two #COVID19 patients die in Bengal, death count rises to 6 	NDTV
"WATCH | ""Any wrong step can prove to be harmful for you, your family, and society. Follow guidelines"": Health Minis"	NDTV
Karnataka to buy vegetables from farmers to avoid losses amid #CoronavirusPandemic 	NDTV
#Coronavirus cases rise in India. Here are the updates from the Home Ministry.	NDTV
RT @Sports_NDTV: Going by the latest world rankings, #BajrangPunia is assured of a top-four seeding in the 65kg category at next year's #To	NDTV
Migrant workers need social protection to overcome #COVID19 lockdown trauma: Health Ministry	NDTV
Was great opportunity for US to apologise, lift sanctions: Iran President 	NDTV
RT @Sports_NDTV: #Wimbledon, in leafy southwest London, is due to run for two weeks from June 29, with #NovakDjokovic and Simona Halep set	NDTV
